PH,fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
15,1,2023-05-09,12,11.947076436060508,9.147759214017922,7.6363607161615095,100.0,0,0,177,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,2,2023-05-10,12,15.999206506477783,11.321852582042641,8.935854871989896,98.24561403508771,5,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,3,2023-05-11,12,13.88180418004829,9.422649470754887,7.885345062112756,97.54385964912281,7,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,4,2023-05-12,12,18.84865160420826,13.214329456956587,9.96588736212683,97.19298245614036,8,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,5,2023-05-13,12,12.281211509980539,9.911204040041953,8.336019862758821,99.29824561403508,2,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,6,2023-05-14,12,11.53626072155914,9.157427508452518,7.842625224101883,99.29824561403508,2,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,7,2023-05-15,12,20.09496784430691,13.079804293281935,10.36981295648276,97.19298245614036,8,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,8,2023-05-16,12,13.007123644851074,8.403973674275269,7.009497454822455,98.59649122807016,4,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,9,2023-05-17,12,11.72259164004464,7.288257615282125,6.496776239165652,97.89473684210527,6,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,10,2023-05-18,12,14.557614537979923,10.069403616846419,8.6166355166314,98.59649122807016,4,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,11,2023-05-19,12,14.198823538037132,10.624617087297691,8.863446943557701,100.0,0,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,12,2023-05-20,12,8.400293833613912,6.252698012276714,5.734754768500895,100.0,0,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
15,13,2023-05-21,12,8.530240493374878,7.885008076813584,7.314885303617441,100.0,0,0,100,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,1,2023-05-09,12,16.605955020252583,13.098378946745537,11.105936192505803,100.0,0,0,174,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,2,2023-05-10,12,22.087329678038703,15.974181821207145,12.627078124143301,97.87234042553192,6,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,3,2023-05-11,12,19.053490847797367,13.128553911818143,11.039049237408904,96.45390070921985,10,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,4,2023-05-12,12,25.410603719430963,18.60279753438439,13.963368446706987,97.87234042553192,6,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,5,2023-05-13,12,18.030745850879804,15.149113029633645,12.6937636205059,100.0,0,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,6,2023-05-14,12,16.214834789635116,13.173236434555859,11.302902889233717,100.0,0,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,7,2023-05-15,12,27.170702033275518,18.449210933429164,14.748170811501666,96.09929078014184,11,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,8,2023-05-16,12,17.7081886702067,11.512262978722896,9.671281699503046,97.87234042553192,6,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,9,2023-05-17,12,14.39477495533224,9.262674589422687,8.425697229456304,97.87234042553192,6,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,10,2023-05-18,12,19.559726931813522,14.139198858747767,12.106514712815109,98.22695035460993,5,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,11,2023-05-19,12,21.002080148487888,15.755835980062638,13.028989287067022,100.0,0,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,12,2023-05-20,12,12.51724038403748,9.242680153862306,8.39513071594109,100.0,0,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
30,13,2023-05-21,12,12.957859944117974,12.193650517471433,11.286148803432065,100.0,0,0,97,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,1,2023-05-09,12,18.466916294548387,14.637814525777012,12.525851902697232,100.0,0,0,171,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,2,2023-05-10,12,24.962538096125208,18.467406197293514,14.506971934627686,97.4910394265233,7,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,3,2023-05-11,12,20.858221431315986,14.7380049262507,12.442272633719538,98.2078853046595,5,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,4,2023-05-12,12,28.990837195840584,21.25264321286157,15.977947076519264,97.1326164874552,8,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,5,2023-05-13,12,21.119556032197814,18.01713303223737,15.005368607402172,100.0,0,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,6,2023-05-14,12,18.275651877099627,14.948759028933644,12.813147747546344,100.0,0,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,7,2023-05-15,12,30.28403755342926,21.041644261541936,16.79251470150073,95.6989247311828,12,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,8,2023-05-16,12,19.909844237363032,12.85359730981822,10.835479384793771,98.9247311827957,3,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,9,2023-05-17,12,15.786974762671115,9.853693815735463,9.134637737629989,99.6415770609319,1,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,10,2023-05-18,12,21.57318748753292,16.136305964125928,13.971763439313742,98.9247311827957,3,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,11,2023-05-19,12,24.620155769611124,18.43763656180706,15.125814092951462,100.0,0,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
