fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2023-05-09,12,11.947076436060508,9.147759214017922,7.6363607161615095,100.0,0,0,177,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
2,2023-05-10,12,15.999206506477783,11.321852582042641,8.935854871989896,98.24561403508771,5,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
3,2023-05-11,12,13.88180418004829,9.422649470754887,7.885345062112756,97.54385964912281,7,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
4,2023-05-12,12,18.84865160420826,13.214329456956587,9.96588736212683,97.19298245614036,8,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
5,2023-05-13,12,12.281211509980539,9.911204040041953,8.336019862758821,99.29824561403508,2,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
6,2023-05-14,12,11.53626072155914,9.157427508452518,7.842625224101883,99.29824561403508,2,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
7,2023-05-15,12,20.09496784430691,13.079804293281935,10.36981295648276,97.19298245614036,8,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
8,2023-05-16,12,13.007123644851074,8.403973674275269,7.009497454822455,98.59649122807016,4,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
9,2023-05-17,12,11.72259164004464,7.288257615282125,6.496776239165652,97.89473684210527,6,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
10,2023-05-18,12,14.557614537979923,10.069403616846419,8.6166355166314,98.59649122807016,4,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
11,2023-05-19,12,14.198823538037132,10.624617087297691,8.863446943557701,100.0,0,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
12,2023-05-20,12,8.400293833613912,6.252698012276714,5.734754768500895,100.0,0,0,285,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
13,2023-05-21,12,8.530240493374878,7.885008076813584,7.314885303617441,100.0,0,0,100,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
