fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2023-05-09,12,16.605955020252583,13.098378946745537,11.105936192505803,100.0,0,0,174,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
2,2023-05-10,12,22.087329678038703,15.974181821207145,12.627078124143301,97.87234042553192,6,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
3,2023-05-11,12,19.053490847797367,13.128553911818143,11.039049237408904,96.45390070921985,10,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
4,2023-05-12,12,25.410603719430963,18.60279753438439,13.963368446706987,97.87234042553192,6,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
5,2023-05-13,12,18.030745850879804,15.149113029633645,12.6937636205059,100.0,0,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
6,2023-05-14,12,16.214834789635116,13.173236434555859,11.302902889233717,100.0,0,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
7,2023-05-15,12,27.170702033275518,18.449210933429164,14.748170811501666,96.09929078014184,11,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
8,2023-05-16,12,17.7081886702067,11.512262978722896,9.671281699503046,97.87234042553192,6,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
9,2023-05-17,12,14.39477495533224,9.262674589422687,8.425697229456304,97.87234042553192,6,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
10,2023-05-18,12,19.559726931813522,14.139198858747767,12.106514712815109,98.22695035460993,5,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
11,2023-05-19,12,21.002080148487888,15.755835980062638,13.028989287067022,100.0,0,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
12,2023-05-20,12,12.51724038403748,9.242680153862306,8.39513071594109,100.0,0,0,282,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
13,2023-05-21,12,12.957859944117974,12.193650517471433,11.286148803432065,100.0,0,0,97,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
