PH,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,Time_in_Range_mean,Time_in_Range_std,N_folds
15,21.710316466821105,4.039998260671456,12.637626850637638,1.740362019585219,6.138541944583847,0.9444917990839521,49.00297806577152,19.30452920462292,11
30,29.81762817682143,3.8737836345190106,20.09571011388866,2.538391509690235,9.643168678554412,1.3205854657329634,53.396828133945334,18.932399412816505,11
45,35.5546441695478,4.2155528892654495,25.812786825089663,3.2718148659695236,12.318647525788238,1.5257759607979091,59.020759760985584,18.028981929850325,11
60,41.870279311993116,5.2622822111496275,31.213011364155783,4.224724527111391,14.824751262988606,1.7152257724815123,64.47374268161265,17.409132859715953,11
