lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2024-12-12,10,33.8274600128721,24.788387956887696,13.092037884427258,76.04790419161677,40,0,167,0.005,0.0001,0.1358502534534162,0.5,17.616177326843495,2.198997581963046
2,2024-12-13,10,48.609012906023636,34.8914467471492,16.65272265115337,83.33333333333334,46,0,276,0.005,0.0001,0.5,0.5,26.451181141570732,2.6198781151285617
3,2024-12-14,10,39.73732137349932,30.132576152425727,16.67670304302815,81.88405797101449,50,0,276,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
4,2024-12-15,10,48.50842452383049,33.63031577737216,17.80168528853279,75.0,69,0,276,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
5,2024-12-16,10,38.81843264514366,29.719114205981487,14.582370411540001,72.10144927536231,77,0,276,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
6,2024-12-17,10,35.2458354323905,25.91795042777192,12.119404728785794,63.76811594202898,100,0,276,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
7,2024-12-18,10,42.41867239244944,31.72066916692742,14.107307030871615,46.3768115942029,148,0,276,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
8,2024-12-19,10,38.59853865531931,29.029869054966117,13.814081283610399,70.65217391304348,81,0,276,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
9,2024-12-20,10,43.05053456723137,32.82494206960732,15.193083816567885,57.608695652173914,117,0,276,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
10,2024-12-21,10,49.07806966859012,40.06860289213449,15.395280108928414,24.27536231884058,209,0,276,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
11,2024-12-22,10,42.6807702545744,30.61925055449005,13.637587645429036,58.16326530612245,41,0,98,0.005,1e-06,0.5,0.42836317380557626,18.632221376321972,2.524773366553579
