lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2025-05-11,11,38.12161832624535,30.098095671470777,19.427542184181032,100.0,0,0,173,0.021478521326986896,5.696942669020923e-05,0.23926550303066857,0.40664492327711377,17.72528703235817,2.755839010138405
2,2025-05-12,11,41.2230611751767,29.18807900218907,17.373330225077403,87.81362007168458,34,0,279,0.005,0.0001,0.01,0.5,18.685415207823397,3.908140510111943
3,2025-05-13,11,31.9256699824708,18.791061642088255,12.754512269831652,85.66308243727599,40,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
4,2025-05-14,11,32.39776834125786,25.473037837218463,16.340434220773574,74.55197132616487,71,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
5,2025-05-15,11,17.928569930626185,14.336515460922689,10.67564794178997,89.6057347670251,29,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
6,2025-05-16,11,22.290431868665284,16.324089028637317,12.377980303569505,96.05734767025089,11,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
7,2025-05-17,11,29.296744739083167,21.626973930971527,15.90544993025368,83.87096774193549,41,4,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
8,2025-05-18,11,31.321452862951787,22.153855983303202,16.351616497924944,91.0394265232975,25,0,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
9,2025-05-19,11,31.864607817517506,20.32858642771305,15.065019098881722,83.51254480286738,37,9,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
10,2025-05-20,11,36.104838766191335,26.556550607535314,18.83087106320182,82.43727598566308,48,1,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
11,2025-05-21,11,41.52101921288623,27.65698380763788,17.41164137616165,80.28673835125448,47,8,279,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
