lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2025-05-11,11,34.13371891429602,26.248978584747036,16.822742726489956,97.72727272727273,4,0,176,0.021478521326986896,5.696942669020923e-05,0.23926550303066857,0.40664492327711377,17.72528703235817,2.755839010138405
2,2025-05-12,11,30.54312886069332,21.47107765345974,12.924396975799656,83.33333333333334,47,0,282,0.005,0.0001,0.01,0.5,18.685415207823397,3.908140510111943
3,2025-05-13,11,28.25323491900201,14.928802315906816,9.95508349294415,86.87943262411348,37,0,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
4,2025-05-14,11,28.962057684871148,21.187395978662117,13.28536953845449,76.59574468085107,66,0,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
5,2025-05-15,11,15.117585208748325,11.798438347238129,8.596090255438387,89.00709219858156,31,0,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
6,2025-05-16,11,18.660537776404613,13.378303202268983,9.894003913245255,96.09929078014184,11,0,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
7,2025-05-17,11,24.280041068860672,17.541544758856517,12.6793127646324,84.04255319148936,40,5,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
8,2025-05-18,11,26.432915582792564,17.651112091562002,12.711247595082831,91.84397163120568,23,0,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
9,2025-05-19,11,27.03322588544301,16.25471819010484,11.808901490812483,85.46099290780141,32,9,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
10,2025-05-20,11,30.316291206098605,20.673132357611813,14.576222314073195,81.20567375886525,49,4,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
11,2025-05-21,11,31.220334488669,20.632241118226258,13.015148275517932,74.822695035461,56,15,282,0.005,1e-06,0.13191571864350263,0.5,40.41522652402122,4.326051697766198
