PH,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,Time_in_Range_mean,Time_in_Range_std,N_folds
15,19.146187844962608,3.931105564136975,11.90821935296975,2.6555022423662704,8.030355690874348,1.5447301884184204,83.89404185934619,8.444115472104945,11
30,26.81391559962539,5.6191757548661405,18.34234041805857,4.19128023678953,12.388047212953705,2.3018243769884754,86.0925502608288,7.286901637388575,11
45,32.18143482027929,7.279474021883811,22.95762085451705,5.2553260512967785,15.68309501014972,2.750627708969452,86.80351906158359,7.203887685527587,11
60,37.97652465552396,8.215279604233759,27.389568419238767,5.8333818609815635,18.81862890469407,2.984214058604053,88.63636363636364,6.82713446082973,11
