fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2023-02-26,10,26.412444317207925,18.66496578307821,12.868116444350042,92.57142857142857,13,0,175,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
2,2023-02-27,10,33.22411067830939,22.2299062481553,12.09419048524177,82.07885304659499,50,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
3,2023-02-28,10,32.05627109514318,21.39486210901661,13.47424377943605,91.39784946236558,24,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
4,2023-03-01,10,43.6397651020421,32.988390073975545,16.33919012153957,65.59139784946237,96,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
5,2023-03-02,10,34.25083280557001,24.420010500768115,13.129257027773,83.15412186379928,47,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
6,2023-03-03,10,37.662364388307,29.62987089207254,15.038667940583927,73.11827956989248,75,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
7,2023-03-04,10,43.75614502430728,31.028383886387978,17.777219231751193,83.15412186379928,47,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
8,2023-03-05,10,31.78263224374279,23.47793317578116,14.740411212667178,79.92831541218638,56,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
9,2023-03-06,10,35.69653722550861,24.011096325184965,13.696586694661672,82.43727598566308,49,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
10,2023-03-07,10,31.074919945928254,21.335379573652183,12.711920292641512,88.88888888888889,31,0,279,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
11,2023-03-08,10,35.459899268517226,25.481733135474997,13.841211966142083,85.71428571428571,21,0,147,0.005,1e-06,0.01,0.5,40.249896710662526,2.994629447639594
