PH,fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
30,12,2025-02-18,12,18.919808267323436,13.831897370298302,10.849568152673744,96.45390070921985,0,10,282,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
30,13,2025-02-19,12,10.500297671535492,8.8996951410218,7.4821957518009325,100.0,0,0,93,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,1,2025-02-07,12,13.151963940846723,9.912874679715788,6.902460829826573,96.3855421686747,6,0,166,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,2,2025-02-08,12,34.580130604330485,24.042753530426836,16.073283303925546,82.43727598566308,49,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,3,2025-02-09,12,24.08230873696679,15.850968037500849,10.69946220063549,86.02150537634408,39,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,4,2025-02-10,12,33.45025950505978,22.115912523963683,12.52959390917609,74.91039426523297,70,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,5,2025-02-11,12,26.087507661030614,16.714755573634434,11.400218564356473,85.66308243727599,40,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,6,2025-02-12,12,19.763813886316118,13.925828599096828,9.228012990924377,97.84946236559139,6,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,7,2025-02-13,12,28.06853138055899,16.726098819915745,10.077573283626373,88.88888888888889,31,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,8,2025-02-14,12,26.16345445216481,15.524359382841306,11.922462941926941,81.36200716845879,41,11,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,9,2025-02-15,12,39.48293904581885,24.821945124289336,13.471727010691412,70.96774193548387,81,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,10,2025-02-16,12,23.80451952259499,17.993198196962684,12.515160723958582,90.68100358422939,26,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,11,2025-02-17,12,39.670603071765065,27.261654199961164,17.214868701586354,82.79569892473118,48,0,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,12,2025-02-18,12,24.786032149340485,18.043066183832682,14.000466323588007,97.84946236559139,0,6,279,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
45,13,2025-02-19,12,12.704678936500308,10.425722444575515,8.681333587630416,100.0,0,0,90,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,1,2025-02-07,12,16.305326278882163,12.128403549549638,8.42481625673467,98.77300613496932,2,0,163,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,2,2025-02-08,12,36.986823011588,26.01728504546708,17.36161912852232,84.05797101449275,44,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,3,2025-02-09,12,29.557169226604703,19.24065541285865,12.844193013997316,86.59420289855072,37,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,4,2025-02-10,12,37.15803777855315,25.654171047398204,14.456192557363945,78.98550724637681,58,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,5,2025-02-11,12,27.304834217132697,18.91697514893503,12.818743196884713,88.04347826086956,33,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,6,2025-02-12,12,23.653474790990884,16.88429882479611,11.107671587194389,97.82608695652173,6,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,7,2025-02-13,12,33.89132126932899,19.569634409854846,11.658538051986923,89.13043478260869,30,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,8,2025-02-14,12,29.31182048191339,17.747047566270588,13.77204687802101,82.2463768115942,40,9,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,9,2025-02-15,12,44.481470266134465,29.264747913660983,15.791737101511059,72.82608695652173,75,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,10,2025-02-16,12,27.449771257389997,21.169113756631937,14.88814093106135,94.92753623188406,14,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,11,2025-02-17,12,44.621239161503254,31.597044653361372,19.85319465246591,83.69565217391305,45,0,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,12,2025-02-18,12,29.389434149242074,21.358438827889007,16.359905647928763,98.91304347826086,0,3,276,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
60,13,2025-02-19,12,14.312071458988424,11.626889616325583,9.581130208314217,100.0,0,0,87,0.005,0.0001,0.5,0.5,27.634470593802686,2.0
