lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2022-03-29,12,22.008338768924094,18.632703265936502,27.1393750370364,84.71337579617835,0,24,157,0.005,1e-06,0.5,0.5,17.176210257844588,2.0
2,2022-03-30,12,35.83922056356463,23.717682529276626,21.194274136738983,70.28985507246377,12,70,276,0.005,0.0001,0.5,0.5,34.36987065895608,2.0
3,2022-03-31,12,33.94880758939363,25.15463951393221,20.359787331949462,98.55072463768117,4,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
4,2022-04-01,12,51.76752947474167,38.38696961549745,24.63325066755308,98.18840579710145,5,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
5,2022-04-02,12,43.55039408280306,28.947370182542294,18.499984684419346,98.55072463768117,4,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
6,2022-04-03,12,39.62599111172721,28.067437108106763,18.554472745144285,97.10144927536231,8,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
7,2022-04-04,12,45.780594351055896,25.6492763329272,17.042655649515385,98.18840579710145,5,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
8,2022-04-05,12,43.92553525970955,25.08450127364694,22.217457856466694,96.73913043478261,9,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
9,2022-04-06,12,29.554636972526087,18.322834731974567,14.30454322064478,98.55072463768117,4,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
10,2022-04-07,12,28.663460364183642,20.373436939655623,20.084535992874443,98.18840579710145,5,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
11,2022-04-08,12,37.41020601751104,28.959296186395953,32.17128392333664,98.18840579710145,5,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
12,2022-04-09,12,34.55652519983081,26.75752005010482,21.619990868515533,100.0,0,0,276,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
13,2022-04-10,12,12.67164633685582,9.090907501924443,8.836093425368443,100.0,0,0,75,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
