lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2022-03-29,12,19.00019342828346,16.555410738070567,23.24727208595915,81.25,0,30,160,0.005,1e-06,0.5,0.5,17.176210257844588,2.0
2,2022-03-30,12,30.107768138357176,19.790342357727972,18.06888608543789,68.81720430107528,13,74,279,0.005,0.0001,0.5,0.5,34.36987065895608,2.0
3,2022-03-31,12,31.208088551638,22.880104722845445,18.406443657672238,98.56630824372759,4,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
4,2022-04-01,12,45.90379230328905,33.7005615244706,21.630349434726256,97.1326164874552,8,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
5,2022-04-02,12,39.10634141807268,26.109822843024258,17.036182941599282,98.56630824372759,4,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
6,2022-04-03,12,36.911005148991414,25.525939418225057,16.882380777432985,97.1326164874552,8,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
7,2022-04-04,12,43.42960296177482,23.824844802439046,15.807912805799706,98.2078853046595,5,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
8,2022-04-05,12,47.92019237528692,23.96414102767062,21.27984268050902,96.415770609319,10,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
9,2022-04-06,12,27.936320196940805,17.022944071124027,13.082029135750142,98.56630824372759,4,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
10,2022-04-07,12,28.319812694946048,18.015468921084747,17.285128754204262,98.2078853046595,5,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
11,2022-04-08,12,37.471350941468074,26.30060063325721,28.551431126699374,87.81362007168458,5,29,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
12,2022-04-09,12,30.80153020537124,23.519921564068994,18.898809319731228,100.0,0,0,279,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
13,2022-04-10,12,12.660929937725756,9.08107854682273,8.851783068846428,100.0,0,0,78,0.021854305348131316,9.512071633458171e-05,0.3686770314875885,0.30334265725654797,17.800932022121827,2.6239780813448106
