fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2023-11-28,13,10.197617599012098,8.523907924284941,9.880312618352447,100.0,0,0,180,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
2,2023-11-29,13,23.503978165631807,19.29706903840017,16.132242466587815,100.0,0,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
3,2023-11-30,13,19.87138628971493,16.70930514314375,14.1727372247517,100.0,0,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
4,2023-12-01,13,24.6912289346098,18.993976703288155,15.003759023767616,99.63768115942028,1,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
5,2023-12-02,13,22.881558869677207,19.45156685370826,15.733287475825128,100.0,0,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
6,2023-12-03,13,20.36585685759782,15.029793503055197,12.700879809689859,97.82608695652173,6,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
7,2023-12-04,13,25.380675881022395,19.02049761762542,15.120915618843725,97.46376811594203,7,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
8,2023-12-05,13,19.470994585922988,16.401481418865803,14.142789234990923,98.91304347826086,3,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
9,2023-12-06,13,22.176535187414622,17.699799954784936,14.89417195545657,100.0,0,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
10,2023-12-07,13,24.4942509021819,18.471501111879373,14.680771870966172,97.46376811594203,7,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
11,2023-12-08,13,27.007611617082347,22.329622458875683,17.2021753650614,100.0,0,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
12,2023-12-09,13,26.91534570510812,21.051912179953437,16.52483031414265,100.0,0,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
13,2023-12-10,13,36.64524619560011,31.110324203126257,22.210532008032672,100.0,0,0,276,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
14,2023-12-11,13,17.620211776025137,16.761167988923994,14.844287548672124,100.0,0,0,88,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
