fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2023-11-28,13,6.135727721105898,4.7532456860264,5.284991338811917,100.0,0,0,189,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
2,2023-11-29,13,12.350727936945056,9.954419097824054,8.362919786161118,98.59649122807016,2,2,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
3,2023-11-30,13,10.090057666430305,8.299386184499648,7.062382311974619,100.0,0,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
4,2023-12-01,13,14.917144553188512,11.449107694978927,9.188839065061877,98.94736842105263,3,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
5,2023-12-02,13,12.148361710182758,10.171220071092538,8.318587190097853,100.0,0,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
6,2023-12-03,13,13.362525531676177,8.597532581161408,7.413231982524919,98.59649122807016,4,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
7,2023-12-04,13,15.535696677771872,10.591407414760733,8.44607746828148,98.24561403508771,5,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
8,2023-12-05,13,12.634168130179209,9.137613158151295,7.783185416403027,98.59649122807016,4,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
9,2023-12-06,13,11.723989237409397,9.229952352455584,7.778569950274969,98.94736842105263,3,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
10,2023-12-07,13,15.30705383360676,10.073361071727222,7.934754191482776,96.84210526315789,9,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
11,2023-12-08,13,12.97810086819474,10.647203910242869,8.281110622219645,99.29824561403508,2,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
12,2023-12-09,13,12.745223553589131,9.936033192229583,7.985891704552585,100.0,0,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
13,2023-12-10,13,17.680142256947285,15.210829267598717,11.24466806117521,100.0,0,0,285,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
14,2023-12-11,13,8.600750679566525,8.077151658190767,7.139489337372752,100.0,0,0,97,0.021601373537139472,7.778115686182208e-05,0.14780191078244054,0.2256175257398647,39.62217447228681,2.2282206791293957
