lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2025-07-25,10,30.46540529213536,23.123234164715036,15.297580121106916,97.5,4,0,160,0.021494632341973626,5.43931345394675e-05,0.2306738550320528,0.4132244066090003,17.812900411098937,2.763868404126719
2,2025-07-26,10,41.21727550891298,34.6816213548636,24.65830466558814,98.58156028368793,4,0,282,0.0428330420387759,8.522890358692892e-05,0.14822514500739117,0.29288526279794785,17.797599151803716,2.588009922443086
3,2025-07-27,10,15.5093699519257,11.452489579915682,8.342418013592823,98.58156028368793,4,0,282,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
4,2025-07-28,10,18.949004784881218,13.224316233810908,9.600162588500329,95.0354609929078,14,0,282,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
5,2025-07-29,10,13.881468169403965,10.119204056656873,6.535117168852995,90.42553191489363,27,0,282,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
6,2025-07-30,10,12.936932604013746,9.546230004018058,6.900161374767213,100.0,0,0,282,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
7,2025-07-31,10,17.32453255567834,11.91367134140318,8.346920457792685,98.22695035460993,5,0,282,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
8,2025-08-01,10,18.746908326406093,13.334555225509089,9.64526595486353,100.0,0,0,282,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
9,2025-08-02,10,12.773621671886843,10.206806280588568,7.72044071086081,100.0,0,0,282,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
10,2025-08-03,10,16.608573628146118,11.105333385771758,7.954848784032488,100.0,0,0,282,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
11,2025-08-04,10,13.45610398690122,10.855644664053463,8.330560412554265,100.0,0,0,140,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
