lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2025-07-25,10,35.33928151170159,27.789236758178802,18.44664475158157,100.0,0,0,157,0.021494632341973626,5.43931345394675e-05,0.2306738550320528,0.4132244066090003,17.812900411098937,2.763868404126719
2,2025-07-26,10,44.41087706421542,37.79803713965972,26.79439043421312,99.6415770609319,1,0,279,0.0428330420387759,8.522890358692892e-05,0.14822514500739117,0.29288526279794785,17.797599151803716,2.588009922443086
3,2025-07-27,10,19.81397836574878,14.720847817931334,10.587213966064594,98.9247311827957,3,0,279,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
4,2025-07-28,10,23.1723221813677,16.321639877438685,11.941350713540544,97.84946236559139,6,0,279,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
5,2025-07-29,10,17.005948969248138,12.415249935539984,8.003733346725383,94.98207885304659,14,0,279,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
6,2025-07-30,10,15.369542757767087,11.624522973490357,8.38646898136558,100.0,0,0,279,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
7,2025-07-31,10,22.395591242444556,15.495340549457541,10.787684381719542,100.0,0,0,279,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
8,2025-08-01,10,23.514308386651713,17.151020537478733,12.380221238284268,100.0,0,0,279,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
9,2025-08-02,10,16.10745789611859,12.95509899024682,9.770703053586189,100.0,0,0,279,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
10,2025-08-03,10,21.17797137369589,14.533262710579814,10.33351212630634,100.0,0,0,279,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
11,2025-08-04,10,17.566232731099326,14.339354443044169,10.994840657166595,100.0,0,0,137,0.005,5.01480035441683e-05,0.5,0.5,30.69346246297913,2.0
