fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2022-01-25,10,12.853024042269103,10.312162279667774,10.62842850494095,100.0,0,0,169,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
2,2022-01-26,10,30.632614071931084,21.189024443816493,16.076517999530598,96.73913043478261,9,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
3,2022-01-27,10,25.74105067877999,18.59910366050722,14.235967973540209,100.0,0,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
4,2022-01-28,10,38.68624134110647,28.12517736832972,18.896297273300082,95.65217391304348,12,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
5,2022-01-29,10,25.001123392508827,18.796885252041076,14.868714850936795,97.82608695652173,6,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
6,2022-01-30,10,27.487697998810788,21.266108990101447,16.13247656828031,100.0,0,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
7,2022-01-31,10,31.93605604079251,24.514903199378512,19.18517099721375,100.0,0,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
8,2022-02-01,10,26.35247651111063,17.76443866799901,13.862130160290501,100.0,0,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
9,2022-02-02,10,22.27410040256591,15.408918808525298,12.362315354395028,100.0,0,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
10,2022-02-03,10,21.862127114882455,15.629737316783615,12.783728918322081,100.0,0,0,276,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
11,2022-02-04,10,33.22544888082564,22.689290409969654,16.618199945401912,100.0,0,0,117,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
