fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2022-01-25,10,11.075252180441264,8.59649053025411,8.487922119263983,100.0,0,0,175,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
2,2022-01-26,10,23.61876606137927,16.714168164866216,13.241787118330253,96.80851063829788,9,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
3,2022-01-27,10,20.023293449356842,13.763600961626405,10.626576277211065,100.0,0,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
4,2022-01-28,10,28.60040293107209,20.47957441977514,13.867300258572229,95.74468085106383,12,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
5,2022-01-29,10,20.671012399378785,15.237128189448207,12.13705036147634,98.22695035460993,5,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
6,2022-01-30,10,20.58086238365412,15.98472589935875,12.49280195742489,100.0,0,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
7,2022-01-31,10,24.247765257872803,18.509204036374523,14.719391545884719,98.58156028368793,4,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
8,2022-02-01,10,19.418231621908703,13.68097404381796,11.05933218132873,98.22695035460993,5,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
9,2022-02-02,10,17.29928363453949,12.102886190164636,9.914483879605909,100.0,0,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
10,2022-02-03,10,16.65147773113247,12.484571790851907,10.388965493528534,98.58156028368793,4,0,282,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
11,2022-02-04,10,22.27252731252572,15.350618321250838,11.608521687693516,95.9349593495935,5,0,123,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
