fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2022-01-25,10,12.296734981418583,9.781045274702826,9.82932607078663,100.0,0,0,172,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
2,2022-01-26,10,27.15422465843541,19.580461931633657,15.296663194316304,96.7741935483871,9,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
3,2022-01-27,10,23.259003544873714,16.404289573110617,12.63817619708923,100.0,0,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
4,2022-01-28,10,33.79433323000748,24.24474270778986,16.457155870539207,94.98207885304659,14,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
5,2022-01-29,10,23.536555117394595,17.723149616668977,14.066829175146653,97.4910394265233,7,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
6,2022-01-30,10,24.480853287996595,19.14645526630778,14.746807664648697,100.0,0,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
7,2022-01-31,10,28.41707353587771,21.831632087383714,17.27879432419441,100.0,0,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
8,2022-02-01,10,22.911220998471656,15.985433425952298,12.731803958686946,100.0,0,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
9,2022-02-02,10,20.371875326184924,14.28161539016994,11.592702754446725,100.0,0,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
10,2022-02-03,10,19.13652296478515,14.19239570786305,11.760370405682616,100.0,0,0,279,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
11,2022-02-04,10,27.177099957576154,19.166940474324498,14.369893041837544,100.0,0,0,120,0.02119809699365696,9.984153286095e-05,0.010032976519091793,0.13235235049979607,39.16054690320611,3.2494999653726078
