lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2025-10-30,11,51.35926163323841,43.79452901225583,29.60320361394163,100.0,0,0,174,0.05,1e-06,0.01,0.3238010238730269,18.661236757250926,3.161365347986158
2,2025-10-31,11,33.758592260651824,22.64115565421144,14.027170117917548,89.96415770609319,28,0,279,0.005,1.4007533726654517e-05,0.01,0.5,21.99482669799336,2.0
3,2025-11-01,11,40.922276568263435,25.373467194525606,15.345720557686882,77.41935483870968,63,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
4,2025-11-02,11,28.082030091723887,22.07941054925897,12.984504577309956,78.85304659498208,59,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
5,2025-11-03,11,28.27524823311594,20.830785426813517,12.119220106782333,84.58781362007169,43,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
6,2025-11-04,11,25.546906734799485,18.841862096730416,10.94647169610025,83.87096774193549,45,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
7,2025-11-05,11,26.493459921712418,17.749029849673587,9.238595217818311,76.34408602150538,66,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
8,2025-11-06,11,24.378968908059253,18.398561481766148,11.831997667581149,93.9068100358423,17,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
9,2025-11-07,11,29.26861858891555,20.459924564423314,11.741312195727517,83.87096774193549,45,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
10,2025-11-08,11,23.51995955461792,18.194311194641976,10.840211875399232,90.68100358422939,26,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
11,2025-11-09,11,27.727830296111332,20.201354621739718,12.789666371312414,90.32258064516128,27,0,279,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
12,2025-11-10,11,13.289215508589495,11.940807745376567,8.990381933067374,100.0,0,0,67,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
