lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2025-10-30,11,46.637760716897326,39.92290161905107,27.114069209062542,100.0,0,0,177,0.05,1e-06,0.01,0.3238010238730269,18.661236757250926,3.161365347986158
2,2025-10-31,11,25.994726471418687,17.63304856394951,11.187717461553179,89.36170212765957,30,0,282,0.005,1.4007533726654517e-05,0.01,0.5,21.99482669799336,2.0
3,2025-11-01,11,38.8141981996691,21.619546941216814,13.274698464482732,75.88652482269504,68,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
4,2025-11-02,11,25.519920650971343,18.810926759568115,11.052319520376228,70.92198581560284,82,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
5,2025-11-03,11,22.224454717405035,16.25182728998247,9.568752938758598,81.56028368794325,52,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
6,2025-11-04,11,21.892015153750275,15.125889136908095,8.826718430926299,80.49645390070921,55,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
7,2025-11-05,11,23.50948632906623,14.674731110372871,7.6935757847703234,67.02127659574468,93,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
8,2025-11-06,11,18.966509620385892,14.578286389800542,9.460353804646802,93.97163120567376,17,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
9,2025-11-07,11,25.12003610836387,17.79272686038926,10.261334134310035,77.30496453900709,64,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
10,2025-11-08,11,18.18962558097817,13.819968883317957,8.297495244312834,84.04255319148936,45,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
11,2025-11-09,11,20.90469530905958,15.064406605242198,9.690521849637046,89.71631205673759,29,0,282,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
12,2025-11-10,11,10.507362356529153,9.558057062624522,7.241541553426847,100.0,0,0,70,0.005,0.0001,0.5,0.5,20.291016680391216,2.0
