PH,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,Time_in_Range_mean,Time_in_Range_std,N_folds
15,19.95379801711885,4.363019705027586,13.098601914774566,3.0596485507601674,7.499271926452606,1.6789620129113698,68.02917249460451,20.43968188447923,11
30,28.657688705325146,6.2311422630211215,20.584277798827884,5.289750563148955,11.781953555047004,3.0386643068302104,70.4706415787716,21.347002578043956,11
45,35.86327404678089,7.531163729974136,26.252762443907883,6.6076624839357025,14.947116804636847,3.826494443530561,72.62962891033816,20.958616539218422,11
60,42.670472497936906,8.37209195857947,31.153786847744296,7.199047404076033,17.577597661316215,4.124489265907478,76.13482287395331,19.98308927245361,11
