lodo_fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2020-08-17,10,17.732443949030515,11.778240656001703,11.435394168319283,100.0,0,0,148,0.05,5.5123422168604715e-05,0.01,0.38864335294629865,22.49329284266869,5.894999762686065
2,2020-08-18,10,24.287821357533478,17.92434397292678,18.355494980174385,84.04255319148936,9,36,282,0.005,0.0001,0.01,0.5,21.341846052279923,6.0
3,2020-08-19,10,27.359114961613432,20.825890616979237,17.11930283668818,100.0,0,0,282,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
4,2020-08-20,10,42.404040970915325,28.317389701274433,18.848570535458318,100.0,0,0,282,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
5,2020-08-21,10,20.665992523574058,16.385446928614943,14.439047126809914,100.0,0,0,282,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
6,2020-08-22,10,31.732714531549775,25.85840408284152,20.10757840121151,100.0,0,0,282,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
7,2020-08-23,10,38.570268159707844,30.121286604956595,22.293315185813352,100.0,0,0,282,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
8,2020-08-24,10,26.264837282049214,17.294224941811713,13.941132959176775,100.0,0,0,282,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
9,2020-08-25,10,39.23594029777963,26.553023298206053,18.725933528868577,100.0,0,0,282,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
10,2020-08-26,10,31.512334803254657,21.10166554114745,15.910308238142251,100.0,0,0,282,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
11,2020-08-27,10,42.615954843096176,25.86744247127059,17.22136351985396,100.0,0,0,141,0.05,0.0001,0.01,0.5,21.955361513287947,3.3148272779412418
