fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2021-01-23,11,12.584838403751831,9.11985331469324,6.376595832780681,88.37209302325581,20,0,172,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
2,2021-01-24,11,20.122045192142597,13.126442068495395,7.1041060387264725,81.05263157894737,54,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
3,2021-01-25,11,26.92368776623652,14.152206531679992,8.312523653124076,74.3859649122807,73,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
4,2021-01-26,11,33.00858380902635,16.856213403447036,10.380609787995486,76.14035087719299,68,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
5,2021-01-27,11,19.95568936273169,14.50105428014667,8.750449299061133,67.71929824561404,89,3,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
6,2021-01-28,11,22.992225231593128,11.263723347000177,7.730889953578063,80.0,57,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
7,2021-01-29,11,20.15860835971034,10.204224649913183,6.628331526850157,86.66666666666667,38,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
8,2021-01-30,11,17.408776043447073,12.323453411353759,7.423746907667805,68.77192982456141,89,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
9,2021-01-31,11,29.20808369190484,16.34322304125261,9.481191484399528,65.6140350877193,98,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
10,2021-02-01,11,30.886585327634354,14.103375762656245,9.1387158392791,80.35087719298247,56,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
11,2021-02-02,11,15.208778011250665,10.338516985825827,6.223200405446269,56.84210526315789,123,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
12,2021-02-03,11,3.7981663547068125,3.0242152651135568,2.6661554455472647,100.0,0,0,36,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
