fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
1,2021-01-23,11,20.5042102949142,14.91301464573383,10.352156635580645,89.94082840236686,17,0,169,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
2,2021-01-24,11,33.31589729199021,21.509558882860468,11.396030145663289,85.1063829787234,42,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
3,2021-01-25,11,39.17510958581786,23.73606383029202,13.754776366003016,75.53191489361703,69,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
4,2021-01-26,11,48.23096909843377,28.099869190660733,16.94117516543363,82.97872340425532,48,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
5,2021-01-27,11,33.32311765111638,24.312230425207492,14.194412895435754,71.27659574468085,80,1,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
6,2021-01-28,11,33.611125531367,18.927329515267097,12.804562852976614,83.33333333333334,47,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
7,2021-01-29,11,28.79861732132869,16.14584132418005,10.196882660989015,87.58865248226951,35,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
8,2021-01-30,11,26.644610043955904,20.027698212646218,11.911758462809093,69.50354609929079,86,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
9,2021-01-31,11,45.40067200886777,27.547129302377375,15.616828758937453,65.95744680851064,96,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
10,2021-02-01,11,45.128460315096106,23.7320175581094,14.89555671357879,80.85106382978722,54,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
11,2021-02-02,11,23.231110630697398,16.337488905598388,9.727697588900739,63.12056737588653,104,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
12,2021-02-03,11,4.447453073951898,3.7798305643145236,3.4056423627844326,100.0,0,0,33,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
