PH,fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
15,1,2021-01-23,11,12.584838403751831,9.11985331469324,6.376595832780681,88.37209302325581,20,0,172,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,2,2021-01-24,11,20.122045192142597,13.126442068495395,7.1041060387264725,81.05263157894737,54,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,3,2021-01-25,11,26.92368776623652,14.152206531679992,8.312523653124076,74.3859649122807,73,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,4,2021-01-26,11,33.00858380902635,16.856213403447036,10.380609787995486,76.14035087719299,68,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,5,2021-01-27,11,19.95568936273169,14.50105428014667,8.750449299061133,67.71929824561404,89,3,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,6,2021-01-28,11,22.992225231593128,11.263723347000177,7.730889953578063,80.0,57,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,7,2021-01-29,11,20.15860835971034,10.204224649913183,6.628331526850157,86.66666666666667,38,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,8,2021-01-30,11,17.408776043447073,12.323453411353759,7.423746907667805,68.77192982456141,89,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,9,2021-01-31,11,29.20808369190484,16.34322304125261,9.481191484399528,65.6140350877193,98,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,10,2021-02-01,11,30.886585327634354,14.103375762656245,9.1387158392791,80.35087719298247,56,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,11,2021-02-02,11,15.208778011250665,10.338516985825827,6.223200405446269,56.84210526315789,123,0,285,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
15,12,2021-02-03,11,3.7981663547068125,3.0242152651135568,2.6661554455472647,100.0,0,0,36,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,1,2021-01-23,11,20.5042102949142,14.91301464573383,10.352156635580645,89.94082840236686,17,0,169,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,2,2021-01-24,11,33.31589729199021,21.509558882860468,11.396030145663289,85.1063829787234,42,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,3,2021-01-25,11,39.17510958581786,23.73606383029202,13.754776366003016,75.53191489361703,69,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,4,2021-01-26,11,48.23096909843377,28.099869190660733,16.94117516543363,82.97872340425532,48,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,5,2021-01-27,11,33.32311765111638,24.312230425207492,14.194412895435754,71.27659574468085,80,1,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,6,2021-01-28,11,33.611125531367,18.927329515267097,12.804562852976614,83.33333333333334,47,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,7,2021-01-29,11,28.79861732132869,16.14584132418005,10.196882660989015,87.58865248226951,35,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,8,2021-01-30,11,26.644610043955904,20.027698212646218,11.911758462809093,69.50354609929079,86,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,9,2021-01-31,11,45.40067200886777,27.547129302377375,15.616828758937453,65.95744680851064,96,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,10,2021-02-01,11,45.128460315096106,23.7320175581094,14.89555671357879,80.85106382978722,54,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
