PH,fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
30,11,2021-02-02,11,23.231110630697398,16.337488905598388,9.727697588900739,63.12056737588653,104,0,282,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
30,12,2021-02-03,11,4.447453073951898,3.7798305643145236,3.4056423627844326,100.0,0,0,33,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,1,2021-01-23,11,26.202151752497365,19.43462964756646,13.64548027595815,90.96385542168674,15,0,166,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,2,2021-01-24,11,44.341770880398755,28.66434045984587,15.027002041123696,87.81362007168458,34,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,3,2021-01-25,11,47.45821447998882,31.15378322328326,17.99602232016394,75.98566308243727,67,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,4,2021-01-26,11,59.01816182548471,36.967601345257684,21.937099737382994,82.79569892473118,48,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,5,2021-01-27,11,44.70445740688208,32.58812120741461,18.430907580293702,73.47670250896059,74,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,6,2021-01-28,11,40.15263777753359,24.353372499614252,16.174240934870337,84.58781362007169,43,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,7,2021-01-29,11,33.250370878702405,20.04499644330469,12.55423971410788,89.6057347670251,29,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,8,2021-01-30,11,33.036864251207724,25.736190085525728,15.408551226876959,69.89247311827957,84,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,9,2021-01-31,11,57.84491968995166,36.32424834647728,20.120380035672948,66.66666666666666,93,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,10,2021-02-01,11,54.07819405309345,30.84797863185306,18.76232118763391,80.28673835125448,55,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,11,2021-02-02,11,29.085979473896153,20.742116353136165,12.242899013389335,68.45878136200717,88,0,279,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
45,12,2021-02-03,11,4.840025031361904,3.9347216644472223,3.6060022705987405,100.0,0,0,30,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,1,2021-01-23,11,29.65024098444382,22.636105887308947,16.277232720695284,92.02453987730061,13,0,163,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,2,2021-01-24,11,53.534096464207195,34.9449168361165,18.318583348589822,88.40579710144928,32,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,3,2021-01-25,11,49.83932648672984,34.79988379568395,20.200177458794293,77.53623188405797,62,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,4,2021-01-26,11,61.876427950597034,41.34661306604282,23.930815638221702,84.05797101449275,44,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,5,2021-01-27,11,54.42976472006981,39.270663034391625,21.58727864928347,75.36231884057972,68,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,6,2021-01-28,11,39.48681810580048,25.80461244703586,16.579651700822797,88.04347826086956,33,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,7,2021-01-29,11,32.24821343278859,21.27737669145285,13.331234671373457,91.30434782608695,24,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,8,2021-01-30,11,37.12836110666312,29.33641077837376,17.70613780912399,74.27536231884058,71,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,9,2021-01-31,11,64.80443834641841,41.33989212219722,22.146859238585755,67.7536231884058,89,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,10,2021-02-01,11,53.860350053744455,32.16371777848024,18.246952990971458,81.88405797101449,50,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,11,2021-02-02,11,32.891582313234245,23.397518215970923,13.602903461246502,74.27536231884058,71,0,276,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
60,12,2021-02-03,11,5.009977787316801,4.201128997949589,3.9322529624690494,100.0,0,0,27,0.005,2.2523650036354155e-05,0.5,0.5,42.32389962741258,2.0
